1,me encanta,Acciones
2,pepino,comida
3,vaca,animales
4,abrazo,Acciones/Resumen
5,ancla,Objetos
6,pasillo,Objetos/Lugares
7,emilia,Personas/Nombres
8,sal,comida
9,zorro,animales
10,caballo,animales
11,ana,Personas/Nombres
12,primavera,Tiempo/Naturaleza
13,excelente,Descriptivo
14,huevo,comida
15,patio,Objetos/Lugares
16,oreja,Partes del cuerpo
17,ellos,Conceptos abstractos
18,coche,Objetos/Transporte
19,el,Conceptos abstractos
20,yo puse,Acciones
21,barco,Objetos/Transporte
22,yo saco,Acciones
23,vivi,Personas/Nombres
24,libro,Objetos
25,tornillo,Objetos
26,ya veo,Acciones
27,caminar,Acciones
28,montaña,naturaleza
29,encuentro,Acciones
30,burro,animales
31,leche,comida
32,azul claro,Colores
33,serenidad,Personas/Nombres
34,guantes,Objetos
35,gato,animales
36,hola,Conceptos abstractos
37,me río,Acciones
38,abuela,Personas/Familia
39,objetivo,Conceptos abstractos
40,dulce,Comida/Descriptivo
41,cerdo,animales
42,Dánae,Personas/Nombres
43,maestro,Personas/Profesión
44,maestro,Personas/Profesión
45,bosque,naturaleza
46,dos,Números
47,tres,Números
48,cuatro,Números
49,cinco,Números
50,seis,Números
51,siete,Números
52,ocho,Números
53,nueve,Números
54,diez,Números
55,uno,Números
56,paquete,Objetos
57,yo doy,Acciones
58,diente,Partes del cuerpo
59,habitación,Objetos/Lugares
60,regalo,Objetos
61,yo,Conceptos abstractos
62,aquí,Conceptos abstractos
63,imagen,Objetos
64,es nuevo,Conceptos abstractos
65,paz,Personas/Nombres
66,allí,Conceptos abstractos
67,vamos,Acciones
68,vamos,Acciones
69,abeto,naturaleza
70,helen,Personas/Nombres
71,nosotros,Conceptos abstractos
72,yo,Conceptos abstractos
73,uno,Conceptos abstractos
74,tu,Conceptos abstractos
75,tu,Conceptos abstractos
76,Evie,Personas/Nombres
77,euros,Conceptos abstractos
78,tengo,Acciones
79,dados,Objetos/Juegos
80,uno,Números
81,dos,Números
82,tres,Números
83,cuatro,Números
84,cinco,Números
85,seis,Números
86,siete,Números
87,ocho,Números
88,nueve,Números
89,diez,Números
90,azúcar,comida
91,cebra,animales
92,calor,Naturaleza/Sentimientos
93,caliente,Descriptivo
94,zumbido,animales
95,vida,Personas/Nombres
96,zona,Objetos
97,Ilias,Personas/Nombres
98,sol,naturaleza
99,mar,naturaleza
100,Thanos,Personas/Nombres
101,tía,Personas/Familia
102,tío,Personas/Familia
103,quiero,Acciones
104,caballero,Personas/Profesión
105,y,Conceptos abstractos
106,cacao,comida
107,malo,Descriptivo
108,cesta,Objetos
109,bueno,Descriptivo
110,verano,Tiempo/Naturaleza
111,campana,Objetos
112,yo hago,Acciones
113,Karagiozis,Gente/Cultura
114,silla,Objetos
115,zanahoria,comida
116,castañas,comida
117,cabra,animales
118,abajo,Conceptos abstractos
119,café,comida
120,cereza,comida
121,vela,Objetos
122,guitarra,Objetos
123,Kiki,Personas/Nombres
124,móvil,Objetos/Tecnología
125,amarillo,Colores
126,corté,Acciones
127,estoy durmiendo,Acciones
128,mira,Acciones
129,rojo,Colores
130,gallina,animales
131,panecillo,comida
132,cuchara,Objetos
133,circulo,formas
134,liebre,animales
135,aceite,comida
136,cuello,Partes del cuerpo
137,lámpara,Objetos
138,limon,comida
139,lena,Personas/Nombres
140,Lefteris,Personas/Nombres
141,flor,naturaleza
142,lobo,animales
143,estoy aprendiendo,Acciones
144,lección,Conceptos abstractos
145,mono,animales
146,espaguetis,comida
147,mamá,Personas/Familia
148,Manos,Personas/Nombres
149,lechuga,comida
150,ojo,Partes del cuerpo
151,cuchillo,Objetos
152,mi nombre es,Conceptos abstractos
153,grande,Descriptivo
154,miel,comida
155,melina,Personas/Nombres
156,abeja,animales
157,dia,tiempo
158,dentro,Conceptos abstractos
159,manzana,comida
160,uno,Conceptos abstractos
161,pequeño,Descriptivo
162,yo hablo,Acciones
163,yo comparto,Acciones
164,lápiz,Objetos
165,musica,Conceptos abstractos
166,pelota,Objetos/Juegos
167,globo,Objetos
168,papá,Personas/Familia
169,babis,Personas/Nombres
170,plátano,comida
171,cuarto de baño,Objetos/Lugares
172,bastón,Objetos
173,azul,Colores
